date,city,ev_sales,ev_market_share,avg_ev_price,avg_ice_price,gasoline_price,electricity_price,public_charging_points,fast_charging_points,ev_subsidy_amount,purchase_subsidy_active,gdp_per_capita,unemployment_rate,avg_ev_range_km,season,ev_sales_last_month,ev_sales_last_year_same_month
2018-04-01,Phuket,5359,0.2677,48551.05,24847.2,4.34,0.16,278,28,2516.41,1,19287.71,4.55,277,Q2,5599,2897
2018-05-01,Phuket,5206,0.2665,48635.66,25012.4,4.35,0.16,294,49,2617.43,1,19154.19,4.39,288,Q2,5359,3024
2018-06-01,Phuket,5944,0.2808,49157.07,25104.65,4.3,0.16,325,30,2648.48,1,19117.51,4.3,287,Q2,5206,3055
2018-07-01,Phuket,6783,0.3079,48736.87,25225.58,4.3,0.16,339,36,2490.3,1,19342.47,4.31,284,Q3,5944,3584
2018-08-01,Phuket,6604,0.3105,48728.24,25161.11,4.36,0.17,348,46,2370.97,1,20027.58,4.34,289,Q3,6783,3670
2018-09-01,Phuket,6662,0.3258,49368.66,24816.5,4.42,0.17,375,34,2639.97,1,19290.88,4.43,298,Q3,6604,4263
2018-10-01,Phuket,6500,0.3256,49028.81,24955.13,4.48,0.17,391,46,2294.76,1,19000.25,3.84,295,Q4,6662,4574
2018-11-01,Phuket,7250,0.3558,48862.2,25179.45,4.48,0.17,420,51,2406.69,1,19569.6,4.31,297,Q4,6500,4310
2018-12-01,Phuket,6704,0.3336,48410.9,24511.95,4.51,0.17,430,49,2288.63,1,19290.73,4.29,295,Q4,7250,4939
2019-01-01,Phuket,7606,0.3652,49170.2,25130.17,4.5,0.17,445,63,2412.11,1,19530.59,4.39,286,Q1,6704,4618
2019-02-01,Phuket,7277,0.3597,49796.04,25205.71,4.52,0.17,474,74,2537.24,1,18962.72,4.23,286,Q1,7606,5157
2019-03-01,Phuket,7497,0.3855,49264.94,24805.86,4.51,0.17,489,53,2225.33,1,19100.41,3.86,291,Q1,7277,5599
2019-04-01,Phuket,8097,0.3986,48138.88,25266.81,4.52,0.17,515,48,2572.75,1,19347.14,4.03,293,Q2,7497,5359
2019-05-01,Phuket,8734,0.4151,48734.32,24938.23,4.51,0.17,537,64,2317.41,1,19553.87,4.0,297,Q2,8097,5206
2019-06-01,Phuket,8476,0.4042,49080.4,24834.34,4.54,0.17,569,67,2424.47,1,19496.18,4.1,297,Q2,8734,5944
2019-07-01,Phuket,9232,0.4333,48375.32,25529.43,4.55,0.17,588,58,2677.28,1,19687.39,4.07,291,Q3,8476,6783
2019-08-01,Phuket,9185,0.4311,48426.22,25508.8,4.58,0.17,620,62,2382.81,1,19254.16,4.26,309,Q3,9232,6604
2019-09-01,Phuket,9318,0.4698,48866.82,25563.06,4.59,0.17,653,97,2445.17,1,19534.81,3.86,301,Q3,9185,6662
2019-10-01,Phuket,9305,0.464,48180.33,25140.39,4.61,0.17,672,116,2599.41,1,19356.6,4.2,298,Q4,9318,6500
2019-11-01,Phuket,10939,0.5001,48335.47,25071.13,4.64,0.18,704,80,2642.5,1,19690.18,3.8,297,Q4,9305,7250
2019-12-01,Phuket,10012,0.4875,48079.84,25128.28,4.68,0.18,735,126,2727.0,1,19755.23,3.94,308,Q4,10939,6704
2020-01-01,Phuket,10829,0.4931,48222.35,25197.89,4.72,0.18,771,127,2416.58,1,19615.35,4.25,292,Q1,10012,7606
2020-02-01,Phuket,11210,0.5014,47771.59,25328.27,4.72,0.18,801,87,2482.52,1,20172.35,3.85,280,Q1,10829,7277
2020-03-01,Phuket,10757,0.5231,48873.97,24844.23,4.73,0.18,825,135,2323.09,1,19743.12,4.07,314,Q1,11210,7497
2020-04-01,Phuket,11380,0.53,48619.16,25532.35,4.71,0.18,860,139,2253.16,1,20161.65,4.12,302,Q2,10757,8097
2020-05-01,Phuket,11310,0.5272,48327.86,25061.32,4.74,0.18,895,135,2827.61,1,19899.68,3.85,298,Q2,11380,8734
2020-06-01,Phuket,11229,0.5367,48468.21,24943.01,4.82,0.18,933,99,2444.94,1,19535.63,4.29,314,Q2,11310,8476
2020-07-01,Phuket,11089,0.5505,47601.9,25188.09,4.84,0.18,963,141,2704.38,1,20257.8,4.37,296,Q3,11229,9232
2020-08-01,Phuket,11246,0.5338,48050.9,25744.53,4.84,0.18,991,135,2582.62,1,19725.75,3.88,312,Q3,11089,9185
2020-09-01,Phuket,12002,0.5534,48026.94,25349.06,4.85,0.18,1027,158,2370.48,1,19793.34,3.87,310,Q3,11246,9318
2020-10-01,Phuket,10976,0.575,47960.06,25026.02,4.89,0.18,1053,165,2517.73,1,19618.98,4.03,306,Q4,12002,9305
2020-11-01,Phuket,11379,0.56,47973.97,25680.37,4.97,0.18,1087,99,2382.83,1,19761.84,4.07,315,Q4,10976,10939
2020-12-01,Phuket,12042,0.5682,46805.46,24934.69,5.01,0.18,1127,96,2631.04,1,19849.2,3.96,327,Q4,11379,10012
2021-01-01,Phuket,11624,0.5763,48772.38,24897.86,5.04,0.18,1153,101,2569.04,1,19935.32,3.65,312,Q1,12042,10829
2021-02-01,Phuket,13244,0.599,48056.49,25407.47,5.06,0.18,1201,133,2614.55,1,20233.62,3.65,306,Q1,11624,11210
2021-03-01,Phuket,12776,0.6164,47487.96,25157.11,5.08,0.18,1236,221,1141.75,0,19822.27,3.86,306,Q1,13244,10757
2021-04-01,Phuket,13114,0.5865,48012.84,25445.38,5.1,0.18,1272,119,2525.06,1,20057.71,3.83,311,Q2,12776,11380
2021-05-01,Phuket,12106,0.5986,48485.13,25384.81,5.14,0.18,1306,141,2702.66,1,20216.89,3.72,315,Q2,13114,11310
2021-06-01,Phuket,12885,0.6293,48190.92,25536.31,5.14,0.19,1339,167,1073.91,0,20194.56,3.69,312,Q2,12106,11229
2021-07-01,Phuket,12084,0.6195,47209.21,25230.88,5.14,0.19,1386,169,1089.72,0,20484.98,3.66,315,Q3,12885,11089
2021-08-01,Phuket,13763,0.6377,47830.88,25180.72,5.17,0.19,1421,216,1400.7,0,20117.28,3.66,325,Q3,12084,11246
2021-09-01,Phuket,11679,0.624,47982.74,24540.39,5.23,0.19,1457,237,1102.53,0,20050.45,3.67,321,Q3,13763,12002
2021-10-01,Phuket,12573,0.6149,48371.91,25113.29,5.24,0.19,1488,189,1110.4,0,19897.44,3.72,316,Q4,11679,10976
2021-11-01,Phuket,12516,0.6364,48437.84,24913.35,5.29,0.19,1522,214,1137.51,0,20043.35,3.69,320,Q4,12573,11379
2021-12-01,Phuket,13136,0.6164,47677.06,25536.69,5.27,0.19,1568,169,952.97,0,20262.21,3.52,307,Q4,12516,12042
2022-01-01,Phuket,12960,0.6456,47313.42,24698.54,5.29,0.19,1602,177,1319.68,0,19541.57,3.61,324,Q1,13136,11624
2022-02-01,Phuket,14325,0.6426,46973.07,24494.91,5.33,0.19,1650,232,1236.63,0,19661.57,3.61,336,Q1,12960,13244
2022-03-01,Phuket,13984,0.6443,47284.55,24959.65,5.3,0.19,1692,270,923.72,0,20404.07,3.48,327,Q1,14325,12776
2022-04-01,Phuket,13268,0.6379,48923.11,25365.4,5.31,0.19,1724,162,1358.55,0,20214.63,3.79,327,Q2,13984,13114
2022-05-01,Phuket,12896,0.6537,47348.9,25105.7,5.35,0.19,1754,297,1191.03,0,20321.6,3.58,307,Q2,13268,12106
2022-06-01,Phuket,13245,0.668,47513.13,24814.93,5.34,0.19,1798,178,1001.86,0,19554.97,3.56,325,Q2,12896,12885
2022-07-01,Phuket,13984,0.6501,48514.65,25303.66,5.34,0.19,1836,283,1276.29,0,20081.53,3.28,323,Q3,13245,12084
2022-08-01,Phuket,13948,0.6482,47788.13,24932.1,5.34,0.2,1872,282,1112.21,0,19857.06,3.53,325,Q3,13984,13763
2022-09-01,Phuket,13212,0.6567,47716.35,25260.51,5.36,0.2,1912,213,1223.17,0,20146.74,3.46,326,Q3,13948,11679
2022-10-01,Phuket,14180,0.657,48193.15,25053.84,5.41,0.2,1956,292,1362.59,0,20747.47,3.51,340,Q4,13212,12573
2022-11-01,Phuket,13526,0.652,46748.06,25286.06,5.46,0.2,2009,171,1192.89,0,19810.13,3.29,324,Q4,14180,12516
2022-12-01,Phuket,12818,0.672,46788.55,25358.76,5.5,0.2,2033,327,1138.48,0,20388.67,3.57,333,Q4,13526,13136
2023-01-01,Phuket,15394,0.6831,46353.83,25269.0,5.51,0.2,2075,227,1036.18,0,20362.47,3.55,335,Q1,12818,12960
2023-02-01,Phuket,13142,0.6953,47186.75,25289.64,5.53,0.2,2118,193,1139.06,0,20155.36,3.47,330,Q1,15394,14325
2023-03-01,Phuket,14646,0.6801,47719.19,24974.19,5.58,0.2,2165,389,1064.9,0,20069.7,3.53,339,Q1,13142,13984
2023-04-01,Phuket,14449,0.6885,47699.3,25209.95,5.63,0.2,2199,358,1144.06,0,20932.0,3.33,327,Q2,14646,13268
2023-05-01,Phuket,14335,0.6786,48020.46,25025.89,5.65,0.2,2244,287,1405.46,0,20070.22,3.52,341,Q2,14449,12896
2023-06-01,Phuket,13443,0.6691,47052.84,25283.25,5.65,0.2,2270,199,1349.37,0,20573.37,3.25,322,Q2,14335,13245
2023-07-01,Phuket,13955,0.6659,48039.47,25434.03,5.61,0.2,2320,321,1125.76,0,20283.85,3.47,337,Q3,13443,13984
2023-08-01,Phuket,14783,0.6857,46758.44,24792.05,5.65,0.21,2374,366,1041.39,0,20640.66,3.15,333,Q3,13955,13948
2023-09-01,Phuket,14091,0.6758,47632.89,25820.17,5.71,0.21,2410,394,1130.82,0,20697.18,3.06,345,Q3,14783,13212
2023-10-01,Phuket,13510,0.6877,47651.69,25252.32,5.68,0.21,2441,318,1014.52,0,20691.4,3.32,330,Q4,14091,14180
2023-11-01,Phuket,15090,0.6912,46420.29,25333.74,5.7,0.21,2483,287,962.46,0,20631.19,3.2,341,Q4,13510,13526
2023-12-01,Phuket,14761,0.6893,47290.23,24911.4,5.75,0.21,2526,226,1403.79,0,20419.58,3.05,343,Q4,15090,12818
2024-01-01,Phuket,14966,0.6749,47507.59,25580.17,5.82,0.21,2573,352,1275.12,0,20280.83,3.31,335,Q1,14761,15394
2024-02-01,Phuket,14309,0.6852,47658.12,24960.44,5.89,0.21,2612,408,1219.83,0,20528.5,3.05,348,Q1,14966,13142
2024-03-01,Phuket,14203,0.6866,47610.39,24987.31,5.94,0.21,2649,251,1119.35,0,20778.08,3.01,355,Q1,14309,14646
2024-04-01,Phuket,13953,0.6919,46939.68,25533.24,5.92,0.21,2696,252,1124.01,0,20345.2,3.11,339,Q2,14203,14449
2024-05-01,Phuket,14282,0.702,46868.55,25288.42,5.95,0.21,2736,489,1115.04,0,20868.03,3.16,335,Q2,13953,14335
2024-06-01,Phuket,14472,0.6987,47771.56,25588.95,5.99,0.21,2774,399,1170.45,0,20453.85,3.14,344,Q2,14282,13443
2024-07-01,Phuket,15232,0.6904,46992.45,25562.94,6.02,0.22,2816,403,1036.18,0,20579.52,3.05,349,Q3,14472,13955
2024-08-01,Phuket,14567,0.6836,46115.04,25720.08,6.03,0.22,2864,360,1164.06,0,20676.8,3.33,341,Q3,15232,14783
2024-09-01,Phuket,15281,0.6884,46813.66,24883.19,6.06,0.22,2903,473,968.26,0,20530.92,3.12,353,Q3,14567,14091
2024-10-01,Phuket,13475,0.6638,46464.84,24687.3,5.99,0.22,2949,472,1462.29,0,20594.03,3.01,369,Q4,15281,13510
2024-11-01,Phuket,14048,0.6797,46963.63,25405.13,6.01,0.22,2992,402,1152.71,0,20447.49,3.07,342,Q4,13475,15090
2024-12-01,Phuket,15088,0.691,46789.34,25513.03,6.02,0.22,3041,401,1014.77,0,21035.6,2.88,351,Q4,14048,14761
2015-01-01,Surat Thani,136,0.0052,49166.89,24350.53,3.23,0.12,0,0,2728.93,1,23424.04,5.22,242,Q1,4041,3536
2015-02-01,Surat Thani,306,0.0182,50663.12,24936.26,3.24,0.12,0,0,2524.55,1,23126.11,4.92,236,Q1,136,3536
2015-03-01,Surat Thani,315,0.0144,50023.11,25216.74,3.26,0.12,6,1,2336.57,1,22809.8,4.98,247,Q1,306,3536
2015-04-01,Surat Thani,365,0.0259,49346.14,25160.72,3.25,0.12,0,0,2436.33,1,23252.26,4.82,252,Q2,315,3536
2015-05-01,Surat Thani,359,0.0217,49098.44,24624.46,3.24,0.12,2,0,2633.27,1,23259.98,4.93,249,Q2,365,3536
2015-06-01,Surat Thani,107,0.0149,50201.68,24691.14,3.3,0.12,3,0,2675.98,1,23310.02,4.68,259,Q2,359,3536
2015-07-01,Surat Thani,164,0.0122,49592.59,24783.93,3.29,0.12,1,0,2402.38,1,23105.5,4.87,256,Q3,107,3536
2015-08-01,Surat Thani,538,0.0341,49029.58,25174.62,3.33,0.12,0,0,2439.42,1,23612.86,4.82,255,Q3,164,3536
2015-09-01,Surat Thani,294,0.0204,49620.9,24993.2,3.34,0.12,2,0,2249.2,1,23237.53,4.71,259,Q3,538,3536
2015-10-01,Surat Thani,212,0.0084,49218.91,25490.25,3.36,0.12,0,0,2588.55,1,23613.99,5.29,248,Q4,294,3536
2015-11-01,Surat Thani,319,0.0194,50441.58,25283.63,3.34,0.12,0,0,2720.11,1,23186.74,4.84,264,Q4,212,3536
2015-12-01,Surat Thani,625,0.032,49663.52,24917.48,3.35,0.13,10,2,2558.12,1,24104.43,4.99,252,Q4,319,3536
2016-01-01,Surat Thani,628,0.0359,49651.39,25234.81,3.37,0.13,9,1,2560.06,1,23544.8,4.73,260,Q1,625,136
2016-02-01,Surat Thani,129,0.03,49889.52,24995.98,3.38,0.13,2,0,2498.29,1,23648.54,4.68,263,Q1,628,306
2016-03-01,Surat Thani,678,0.0295,49675.0,24779.29,3.43,0.13,16,2,2464.62,1,23833.14,4.81,275,Q1,129,315
2016-04-01,Surat Thani,226,0.0291,50317.79,25445.32,3.41,0.13,13,2,2843.67,1,23682.93,4.84,266,Q2,678,365
2016-05-01,Surat Thani,647,0.0478,49503.52,24999.56,3.43,0.13,14,1,2575.34,1,23078.19,4.72,264,Q2,226,359
2016-06-01,Surat Thani,304,0.0354,49753.24,25236.78,3.46,0.13,14,2,2489.54,1,23630.75,4.96,271,Q2,647,107
2016-07-01,Surat Thani,543,0.0364,49752.83,24863.08,3.41,0.13,19,2,2447.03,1,23620.53,4.6,274,Q3,304,164
2016-08-01,Surat Thani,442,0.0396,49263.08,24992.3,3.45,0.13,12,2,2333.81,1,23860.67,4.7,247,Q3,543,538
2016-09-01,Surat Thani,749,0.0437,49387.39,25531.41,3.45,0.13,13,2,2296.0,1,23593.8,4.52,266,Q3,442,294
2016-10-01,Surat Thani,911,0.0551,49322.18,25067.38,3.49,0.13,22,3,2230.4,1,23516.33,4.64,267,Q4,749,212
2016-11-01,Surat Thani,674,0.0335,50202.62,24661.59,3.45,0.13,27,5,2795.89,1,23465.16,4.66,265,Q4,911,319
2016-12-01,Surat Thani,795,0.0717,49535.06,24535.29,3.46,0.13,18,2,2539.91,1,23918.41,4.74,285,Q4,674,625
2017-01-01,Surat Thani,888,0.0554,49133.93,25283.25,3.5,0.13,28,5,2476.93,1,23846.08,4.44,280,Q1,795,628
2017-02-01,Surat Thani,783,0.0539,48693.07,25182.43,3.5,0.13,30,3,2407.5,1,23780.57,4.53,273,Q1,888,129
2017-03-01,Surat Thani,596,0.0475,49417.68,25040.39,3.54,0.13,36,5,2355.6,1,23606.73,4.23,285,Q1,783,678
2017-04-01,Surat Thani,749,0.0501,49372.8,24779.39,3.51,0.13,27,2,2428.88,1,24333.0,4.36,276,Q2,596,226
2017-05-01,Surat Thani,973,0.0709,48528.83,25152.32,3.53,0.14,33,3,2524.49,1,23402.84,4.6,265,Q2,749,647
2017-06-01,Surat Thani,872,0.0595,49961.14,25221.41,3.52,0.14,29,5,2428.6,1,24070.38,4.35,268,Q2,973,304
2017-07-01,Surat Thani,999,0.0784,50144.85,24669.8,3.59,0.14,27,4,2382.67,1,23751.43,4.32,261,Q3,872,543
2017-08-01,Surat Thani,1110,0.075,48524.97,25569.49,3.59,0.14,30,5,2536.46,1,23961.87,4.38,271,Q3,999,442
2017-09-01,Surat Thani,1301,0.0836,49500.03,25061.67,3.62,0.14,29,3,2624.15,1,24189.05,4.51,260,Q3,1110,749
2017-10-01,Surat Thani,1108,0.0815,49063.63,25193.18,3.64,0.14,39,4,2438.46,1,24263.82,4.55,274,Q4,1301,911
2017-11-01,Surat Thani,1372,0.0833,48579.78,24953.58,3.61,0.14,42,7,2255.76,1,23451.52,4.42,269,Q4,1108,674
2017-12-01,Surat Thani,1315,0.0879,48771.63,25609.92,3.72,0.14,50,4,2324.08,1,24397.0,4.56,267,Q4,1372,795
2018-01-01,Surat Thani,766,0.0794,48485.32,25121.63,3.75,0.14,56,7,2392.08,1,23841.23,4.54,280,Q1,1315,888
2018-02-01,Surat Thani,1363,0.0825,49435.49,24487.03,3.81,0.15,54,8,2695.3,1,23695.67,4.25,274,Q1,766,783
2018-03-01,Surat Thani,1563,0.1183,49502.68,24734.23,3.9,0.14,59,9,2407.15,1,24311.78,4.52,271,Q1,1363,596
2018-04-01,Surat Thani,1624,0.1151,49824.32,24660.44,3.9,0.15,55,5,2667.29,1,24010.15,4.23,289,Q2,1563,749
2018-05-01,Surat Thani,1505,0.1104,49169.99,24795.83,3.94,0.15,58,6,2364.36,1,24358.72,4.46,268,Q2,1624,973
2018-06-01,Surat Thani,1295,0.0996,49202.59,25029.81,3.94,0.15,53,6,2203.9,1,23801.55,4.36,285,Q2,1505,872
2018-07-01,Surat Thani,1685,0.1194,48381.07,24914.76,3.95,0.15,65,6,2597.44,1,24065.11,4.46,277,Q3,1295,999
2018-08-01,Surat Thani,1821,0.1438,48269.54,24584.88,4.01,0.15,71,12,2806.65,1,23898.76,4.45,286,Q3,1685,1110
2018-09-01,Surat Thani,2124,0.1579,49088.1,25270.35,4.04,0.15,86,12,2779.41,1,24025.5,4.37,297,Q3,1821,1301
2018-10-01,Surat Thani,1973,0.1307,48387.45,24710.16,4.11,0.15,83,7,2736.03,1,24147.35,4.56,292,Q4,2124,1108
2018-11-01,Surat Thani,2037,0.1414,48510.24,24794.58,4.11,0.15,78,10,2569.67,1,24605.74,4.24,302,Q4,1973,1372
2018-12-01,Surat Thani,2343,0.1526,48550.6,25202.08,4.15,0.16,93,8,2788.13,1,24298.29,4.52,293,Q4,2037,1315
2019-01-01,Surat Thani,2255,0.1649,48925.6,24719.09,4.12,0.16,101,12,2432.29,1,24353.15,4.27,281,Q1,2343,766
2019-02-01,Surat Thani,2712,0.1661,48435.39,25152.24,4.14,0.16,94,13,2179.47,1,24427.05,3.95,292,Q1,2255,1363
2019-03-01,Surat Thani,2169,0.1604,48484.83,25023.85,4.16,0.16,108,17,2630.81,1,24303.6,4.57,287,Q1,2712,1563
2019-04-01,Surat Thani,2491,0.1723,48966.42,25221.93,4.15,0.16,111,13,2695.14,1,24394.31,4.12,288,Q2,2169,1624
2019-05-01,Surat Thani,2875,0.1904,48460.33,24833.69,4.05,0.16,115,13,2591.49,1,24356.52,4.14,302,Q2,2491,1505
2019-06-01,Surat Thani,2569,0.1869,48890.37,25237.45,4.1,0.16,120,17,2543.32,1,24582.1,4.27,280,Q2,2875,1295
2019-07-01,Surat Thani,3293,0.2081,48036.97,25091.21,4.11,0.16,128,18,2364.34,1,24201.51,4.2,281,Q3,2569,1685
2019-08-01,Surat Thani,3070,0.2318,49198.9,24961.71,4.15,0.16,141,21,2811.39,1,24400.65,4.32,300,Q3,3293,1821
2019-09-01,Surat Thani,3234,0.2123,48534.03,25115.68,4.11,0.16,144,15,2422.3,1,23956.92,3.92,285,Q3,3070,2124
2019-10-01,Surat Thani,3501,0.2228,48869.42,25192.59,4.17,0.16,151,16,2643.19,1,24626.14,4.05,304,Q4,3234,1973
2019-11-01,Surat Thani,3596,0.2262,49991.61,25166.26,4.19,0.16,158,21,2416.53,1,24694.19,4.1,308,Q4,3501,2037
2019-12-01,Surat Thani,3213,0.2186,49243.04,25416.97,4.21,0.17,182,16,2710.08,1,24601.45,4.04,287,Q4,3596,2343
2020-01-01,Surat Thani,3590,0.2327,48601.19,25237.37,4.25,0.17,181,21,2605.83,1,24662.2,3.74,294,Q1,3213,2255
2020-02-01,Surat Thani,3038,0.2287,48076.09,25940.09,4.27,0.17,171,29,2515.0,1,24772.05,3.83,311,Q1,3590,2712
2020-03-01,Surat Thani,3913,0.2665,48717.06,25248.88,4.29,0.17,189,33,2451.89,1,24681.85,4.14,311,Q1,3038,2169
2020-04-01,Surat Thani,3812,0.2735,48441.94,25015.44,4.31,0.17,195,20,2284.59,1,24694.94,3.95,294,Q2,3913,2491
2020-05-01,Surat Thani,4090,0.2668,49000.98,25180.18,4.32,0.17,207,19,2756.13,1,24953.2,4.02,309,Q2,3812,2875
2020-06-01,Surat Thani,4584,0.2939,48909.32,24838.0,4.29,0.17,214,32,2434.33,1,24176.97,3.75,297,Q2,4090,2569
2020-07-01,Surat Thani,3687,0.2808,48592.96,24873.7,4.29,0.18,227,39,2849.96,1,24845.76,3.88,298,Q3,4584,3293
2020-08-01,Surat Thani,4149,0.2926,48333.98,25337.07,4.36,0.17,236,42,2259.69,1,24865.36,3.97,295,Q3,3687,3070
2020-09-01,Surat Thani,4409,0.3099,48728.12,25009.03,4.38,0.18,238,40,2382.88,1,24624.48,3.56,301,Q3,4149,3234
2020-10-01,Surat Thani,4380,0.317,48456.23,25168.02,4.38,0.18,246,43,2576.75,1,25100.61,3.93,302,Q4,4409,3501
2020-11-01,Surat Thani,4722,0.3441,48202.3,25327.96,4.44,0.18,256,22,2473.79,1,24443.45,3.71,301,Q4,4380,3596
2020-12-01,Surat Thani,4911,0.3476,47098.73,25120.75,4.46,0.18,266,47,2534.67,1,24639.34,3.63,308,Q4,4722,3213
2021-01-01,Surat Thani,4980,0.3443,48588.32,25411.85,4.5,0.18,282,42,2263.1,1,24924.98,3.77,323,Q1,4911,3590
2021-02-01,Surat Thani,5262,0.3488,48258.84,25318.8,4.49,0.18,289,26,2670.2,1,25069.55,3.85,310,Q1,4980,3038
2021-03-01,Surat Thani,5222,0.372,47986.43,25947.63,4.47,0.18,298,33,2808.11,1,25047.97,3.65,315,Q1,5262,3913
2021-04-01,Surat Thani,5606,0.3832,48613.25,24575.97,4.45,0.18,315,54,2570.08,1,25314.16,3.7,307,Q2,5222,3812
2021-05-01,Surat Thani,5332,0.3769,48596.78,25103.84,4.42,0.18,323,52,2310.02,1,25306.7,3.31,320,Q2,5606,4090
2021-06-01,Surat Thani,5943,0.387,48043.45,25211.23,4.45,0.19,344,35,2433.18,1,25050.1,3.98,329,Q2,5332,4584
2021-07-01,Surat Thani,5856,0.4088,47512.35,25199.3,4.45,0.19,346,60,2441.37,1,25063.88,3.8,306,Q3,5943,3687
2021-08-01,Surat Thani,6160,0.4223,48053.88,25389.42,4.49,0.19,353,50,2607.6,1,24479.54,3.6,313,Q3,5856,4149
2021-09-01,Surat Thani,6282,0.4106,48420.14,24967.29,4.52,0.19,381,60,2400.85,1,25289.06,3.75,317,Q3,6160,4409
2021-10-01,Surat Thani,5970,0.4206,48354.72,25135.32,4.53,0.19,390,56,2406.26,1,25007.15,3.77,325,Q4,6282,4380
2021-11-01,Surat Thani,6391,0.4394,48305.52,24883.57,4.61,0.19,406,49,2464.34,1,24953.74,3.37,321,Q4,5970,4722
2021-12-01,Surat Thani,6198,0.4286,47675.9,26014.59,4.61,0.19,411,50,2588.17,1,25320.05,3.7,309,Q4,6391,4911
2022-01-01,Surat Thani,6657,0.4581,48214.15,25499.54,4.67,0.19,432,62,2565.95,1,25413.23,3.47,326,Q1,6198,4980
2022-02-01,Surat Thani,5755,0.4567,48075.71,25019.34,4.72,0.19,447,67,2564.12,1,24623.29,3.76,335,Q1,6657,5262
2022-03-01,Surat Thani,6607,0.4688,47034.13,25046.37,4.79,0.2,452,74,2507.64,1,25239.57,3.28,319,Q1,5755,5222
2022-04-01,Surat Thani,6496,0.4699,47394.75,25036.1,4.75,0.2,464,42,2361.48,1,25234.41,3.6,334,Q2,6607,5606
2022-05-01,Surat Thani,6782,0.5005,47680.99,25749.42,4.85,0.2,483,79,2408.9,1,25363.14,3.43,325,Q2,6496,5332
2022-06-01,Surat Thani,6648,0.5072,48391.14,25234.17,4.86,0.2,502,89,2530.41,1,24934.33,3.54,336,Q2,6782,5943
2022-07-01,Surat Thani,7226,0.4912,48110.69,25455.29,4.9,0.2,517,62,2510.35,1,25035.95,3.34,319,Q3,6648,5856
2022-08-01,Surat Thani,8279,0.5082,47113.82,24674.37,4.9,0.2,533,44,2622.83,1,25541.37,3.7,321,Q3,7226,6160
2022-09-01,Surat Thani,7548,0.5117,47267.5,24659.06,4.93,0.2,533,88,2165.75,1,25440.34,3.39,315,Q3,8279,6282
2022-10-01,Surat Thani,8088,0.5221,47475.29,24778.52,4.91,0.2,562,63,2854.28,1,25361.66,3.57,320,Q4,7548,5970
2022-11-01,Surat Thani,6782,0.5464,48009.35,25282.54,4.96,0.21,580,94,2716.73,1,25547.88,3.67,311,Q4,8088,6391
2022-12-01,Surat Thani,7932,0.5294,48398.2,25247.35,5.03,0.21,596,77,2627.1,1,25466.53,3.17,318,Q4,6782,6198
2023-01-01,Surat Thani,7650,0.5361,48286.18,25499.49,5.03,0.21,607,86,2636.13,1,25747.46,3.3,336,Q1,7932,6657
2023-02-01,Surat Thani,8750,0.5404,47300.32,24986.91,5.06,0.21,634,92,2428.04,1,25229.62,3.16,325,Q1,7650,5755
2023-03-01,Surat Thani,8188,0.5475,48533.59,25252.45,5.08,0.21,644,114,2323.5,1,25655.5,3.27,323,Q1,8750,6607
2023-04-01,Surat Thani,8185,0.5535,46415.01,25531.47,5.12,0.21,657,76,2588.58,1,25883.24,3.58,331,Q2,8188,6496
2023-05-01,Surat Thani,8210,0.5571,48183.83,25238.03,5.15,0.21,684,122,2653.22,1,25759.87,3.44,342,Q2,8185,6782
2023-06-01,Surat Thani,7798,0.552,46979.4,25032.94,5.13,0.21,696,61,2508.99,1,25784.53,3.44,315,Q2,8210,6648
2023-07-01,Surat Thani,8466,0.5782,47009.8,25236.27,5.16,0.21,715,128,2436.85,1,25586.56,3.29,328,Q3,7798,7226
2023-08-01,Surat Thani,8901,0.5664,47374.4,25827.75,5.19,0.22,734,69,2196.91,1,25625.4,3.33,335,Q3,8466,8279
2023-09-01,Surat Thani,8194,0.5743,47075.07,25459.5,5.21,0.22,752,89,2438.18,1,25443.71,3.17,338,Q3,8901,7548
2023-10-01,Surat Thani,9338,0.5838,47349.15,25056.29,5.26,0.21,770,88,2494.96,1,25594.72,3.3,343,Q4,8194,8088
2023-11-01,Surat Thani,8486,0.5851,47667.68,25136.82,5.22,0.22,791,137,2516.66,1,25131.61,3.6,335,Q4,9338,6782
2023-12-01,Surat Thani,8792,0.6001,46863.97,25743.2,5.27,0.22,809,79,1092.04,0,25625.1,3.51,343,Q4,8486,7932
2024-01-01,Surat Thani,9292,0.6055,46825.18,24796.19,5.34,0.22,831,113,1274.84,0,25781.05,3.2,348,Q1,8792,7650
2024-02-01,Surat Thani,8394,0.6253,47239.68,25227.88,5.38,0.22,847,115,1197.44,0,25778.94,3.32,346,Q1,9292,8750
2024-03-01,Surat Thani,9011,0.6128,47838.01,25203.36,5.37,0.22,867,91,1051.63,0,25620.96,3.18,342,Q1,8394,8188
2024-04-01,Surat Thani,9534,0.6323,47280.63,25479.77,5.44,0.22,887,141,1204.04,0,25816.96,3.13,335,Q2,9011,8185
2024-05-01,Surat Thani,8979,0.6382,47064.36,25012.42,5.49,0.23,898,122,1407.37,0,25388.19,3.26,338,Q2,9534,8210
2024-06-01,Surat Thani,8604,0.6196,47654.63,25253.09,5.51,0.23,926,104,1075.15,0,25919.79,3.06,344,Q2,8979,7798
